"Partnumber","Description","Qty in Stock" as text,"Qty in Stock","UM","S.O. Qty Open" as text,"S.O. Qty Open","P.O. Qty Open" as text,"P.O. Qty Open","NSN","Alt","MFG","MFG Name","Recommended Vendor","Buy/Make" as text,"Buy/Make","Cond","Consigned" as text,"Consigned","Rev","QA/Inspc" as text,"QA/Inspc","Transport" as text,"Transport","Quarantine" as text,"Quarantine","Category","Type","Lead Time","Range" as text,"Range","Asset Type" as text,"Asset Type","ATA Chapter","Trim Numeric","Punctuation","Schedule B","ECCN","BOM","Image(s)"
"61FL1.25T6511-12",="6061-T6511 Flat Bar 1-1/4"" x 12"" x 144""","1,184.182","1184.182","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61125651112",="61FL125T651112","","","",""
"61FL1.25T6511-2",="6061-T6511 Flat Bar 1-1/4"" x 2"" x 144""","5,270.298","5270.298","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6112565112",="61FL125T65112","","","",""
"61FL1.25T6511-2.25",="6061 T6511 Flat Bar 1-1/4"" x 2-1/4"" x 144""","2,923.600","2923.6","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611256511225",="61FL125T6511225","","","",""
"61FL1.25T6511-2.5",="6061-T6511 Flat Bar 1-1/4"" x 2-1/2"" x 144""","2,509.370","2509.37","LB","210.283","210.283","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61125651125",="61FL125T651125","","","",""
"61FL1.25T6511-3",="6061-T6511 Flat Bar 1-1/4"" x 3"" x 144""""","9,933.453","9933.453","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6112565113",="61FL125T65113","","","",""
"61FL1.25T6511-3.5",="6061-T6511 Flat Bar 1-1/4"" x 3-1/2"" x 144""","5,180.221","5180.221","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61125651135",="61FL125T651135","","","",""
"61FL1.25T6511-4",="6061-T6511 Flat Bar 1-1/4"" x 4"" x 144""","1,419.489","1419.489","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6112565114",="61FL125T65114","","","",""
"61FL1.25T6511-4.5",="6061-T6511 Flat Bar 1-1/4"" x 4-1/2"" x 144""","3,896.528","3896.528","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61125651145",="61FL125T651145","","","",""
"61FL1.25T6511-5",="6061-T6511 Flat Bar 1-1/4"" x 5"" x 144""","4,873.707","4873.707","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6112565115",="61FL125T65115","","","",""
"61FL1.25T6511-6",="6061-T6511 Flat Bar 1-1/4"" x 6"" x 144""","14,483.902","14483.902","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6112565116",="61FL125T65116","","","",""
"61FL1.25T6511-8",="6061-T6511 Flat Bar 1-1/4"" x 8"" x 144""","12,472.344","12472.344","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6112565118",="61FL125T65118","","","",""
"61FL1.52T6511-8","6061-T6511 Flat Bar 1.52 x 8 x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6115265118",="61FL152T65118","","","",""
"61FL1.5T6511-1.75",="6061 T6511 Flat Bar 1-1/2"" x 1-3/4"" x 144""","3,942.167","3942.167","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61156511175",="61FL15T6511175","","","",""
"61FL1.5T6511-10",="6061-T6511 Flat Bar 1-1/2"" x 10"" x 144""","2,160.987","2160.987","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6115651110",="61FL15T651110","","","",""
"61FL1.5T6511-12",="6061-T6511 Flat Bar 1-1/2"" x 12"" x 144""","1,256.895","1256.895","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6115651112",="61FL15T651112","","","",""
"61FL1.5T6511-2",="6061-T6511 Flat Bar 1-1/2"" x 2"" x 144""","5,885.004","5885.004","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611565112",="61FL15T65112","","","",""
"61FL1.5T6511-2.5",="6061-T6511 Flat Bar 1-1/2"" x 2-1/2"" x 144""","7,447.065","7447.065","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6115651125",="61FL15T651125","","","",""
"61FL1.5T6511-3",="6061-T6511 Flat Bar 1-1/2"" x 3"" x 144""","10,092.421","10092.421","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611565113",="61FL15T65113","","","",""
"61FL1.5T6511-3.5",="6061-T6511 Flat Bar 1-1/2"" x 3-1/2"" x 144""","8,686.412","8686.412","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6115651135",="61FL15T651135","","","",""
"61FL1.5T6511-4",="6061-T6511 Flat Bar 1-1/2"" x 4"" x 144""","5,450.069","5450.069","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611565114",="61FL15T65114","","","",""
"61FL1.5T6511-5",="6061-T6511 Flat Bar 1-1/2"" x 5"" x 144""","9,402.974","9402.974","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611565115",="61FL15T65115","","","",""
"61FL1.5T6511-5.5",="6061-T6511 Flat Bar 1-1/2"" x 5-1/2"" x 144""","10,528.190","10528.19","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6115651155",="61FL15T651155","","","",""
"61FL1.5T6511-6",="6061-T6511 Flat Bar 1-1/2"" x 6"" x 144""","13,975.357","13975.357","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611565116",="61FL15T65116","","","",""
"61FL1.5T6511-7.5",="6061-T6511 Flat Bar 1-1/2"" x 7-1/2"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6115651175",="61FL15T651175","","","",""
"61FL1.5T6511-8",="6061-T6511 Flat Bar 1-1/2"" x 8"" x 144""","2,481.795","2481.795","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611565118",="61FL15T65118","","","",""
"61FL1.75T6511-12",="6061-T6511 Flat Bar 1-3/4"" x 12"" x 144""","1,210.980","1210.98","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61175651112",="61FL175T651112","","","",""
"61FL1.75T6511-2",="6061-T6511 Flat Bar 1-3/4"" x 2"" x 144""","4,681.853","4681.853","LB","595.200","595.2","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6117565112",="61FL175T65112","","","",""
"61FL1.75T6511-2.5",="6061-T6511 Flat Bar 1-3/4"" x 2-1/2"" x 144""","5,344.230","5344.23","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61175651125",="61FL175T651125","","","",""
"61FL1.75T6511-3",="6061-T6511 Flat Bar 1-3/4"" x 3"" x 144""","19,319.223","19319.223","LB","594.400","594.4","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6117565113",="61FL175T65113","","","",""
"61FL1.75T6511-3.5",="6061-T6511 Flat Bar 1-3/4"" x 3-1/2"" x 144""","8,085.763","8085.763","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61175651135",="61FL175T651135","","","",""
"61FL1.75T6511-4",="6061-T6511 Flat Bar 1-3/4"" x 4"" x 144""","25,188.844","25188.844","LB","13,525.061","13525.061","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6117565114",="61FL175T65114","","","",""
"61FL1.75T6511-5",="6061-T6511 Flat Bar 1-3/4"" x 5"" x 144""","110.369","110.369","LB","1,638.000","1638","8,000.000","8000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6117565115",="61FL175T65115","","","",""
"61FL1.75T6511-6",="6061-T6511 Flat Bar 1-3/4"" x 6"" x 144""","440.982","440.982","LB","0.000","0","8,000.000","8000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6117565116",="61FL175T65116","","","",""
"61FL1T6511-1.25",="6061-T6511 Flat Bar 1"" x 1-1/4"" x 144""","5,395.723","5395.723","LB","196.397","196.397","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6116511125",="61FL1T6511125","","","",""
"61FL1T6511-1.5",="6061-T6511 Flat Bar 1"" x 1-1/2"" x 144""","2,360.258","2360.258","LB","989.500","989.5","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611651115",="61FL1T651115","","","",""
"61FL1T6511-1.75",="6061-T6511 Flat Bar 1"" x 1-3/4"" x 144""","3,108.349","3108.349","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6116511175",="61FL1T6511175","","","",""
="61FL1T6511-10",="6061-T6511 Flat Bar 1"" x 10"" x 144""","623.575","623.575","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611651110",="61FL1T651110","","","",""
="61FL1T6511-12",="6061-T6511 Flat Bar 1"" x 12"" x 144""","2,699.595","2699.595","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611651112",="61FL1T651112","","","",""
="61FL1T6511-2",="6061-T6511 Flat Bar 1"" x 2"" x 144""","15,476.873","15476.873","LB","7,111.440","7111.44","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61165112",="61FL1T65112","","","",""
"61FL1T6511-2.25",="6061-T6511 Flat Bar 1"" x 2-1/4"" x 144""","93.973","93.973","LB","0.000","0","6,500.000","6500","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6116511225",="61FL1T6511225","","","",""
"61FL1T6511-2.5",="6061-T6511 Flat Bar 1"" x 2-1/2"" x 144""","4,146.312","4146.312","LB","3,203.110","3203.11","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611651125",="61FL1T651125","","","",""
"61FL1T6511-2.75",="6061-T6511 Flat Bar 1"" x 2-3/4"" x 144""","4,385.000","4385","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6116511275",="61FL1T6511275","","","",""
="61FL1T6511-3",="6061-T6511 Flat Bar 1"" x 3"" x 144""","9,384.868","9384.868","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61165113",="61FL1T65113","","","",""
"61FL1T6511-3.5",="6061-T6511 Flat Bar 1"" x 3-1/2"" x 144""","6,432.253","6432.253","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611651135",="61FL1T651135","","","",""
="61FL1T6511-4",="6061-T6511 Flat Bar 1"" x 4"" x 144""","5,849.789","5849.789","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61165114",="61FL1T65114","","","",""
"61FL1T6511-4.5",="6061-T6511 Flat Bar 1"" x 4-1/2"" x 144""","17,352.873","17352.873","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611651145",="61FL1T651145","","","",""
="61FL1T6511-5",="6061-T6511 Flat Bar 1"" x 5"" x 144""","5,173.646","5173.646","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61165115",="61FL1T65115","","","",""
"61FL1T6511-5.5",="6061-T6511 Flat Bar 1"" x 5-1/2"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="611651155",="61FL1T651155","","","",""
="61FL1T6511-6",="6061-T6511 Flat Bar 1"" x 6"" x 144""","7,343.100","7343.1","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61165116",="61FL1T65116","","","",""
="61FL1T6511-7",="6061 T6511 Flat Bar 1"" x 7"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61165117",="61FL1T65117","","","",""
="61FL1T6511-8",="6061-T6511 Flat Bar 1"" x 8"" x 144""","7,342.963","7342.963","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61165118",="61FL1T65118","","","",""
"61FL2.25T6511-3",="6061-T6511 Flat Bar 2-1/4"" x 3"" x 144""","18,525.543","18525.543","LB","6,942.780","6942.78","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6122565113",="61FL225T65113","","","",""
"61FL2.5T6511-3",="6061-T6511 Flat Bar 2-1/2"" x 3"" x 144""","17,086.414","17086.414","LB","915.422","915.422","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="612565113",="61FL25T65113","","","",""
"61FL2.5T6511-3.5",="6061-T6511 Flat Bar 2-1/2"" x 3-1/2"" x 144""","18,819.204","18819.204","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6125651135",="61FL25T651135","","","",""
"61FL2.5T6511-4",="6061-T6511 Flat Bar 2-1/2"" x 4"" x 144""","14,756.282","14756.282","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="612565114",="61FL25T65114","","","",""
"61FL2.5T6511-5",="6061-T6511 Flat Bar 2-1/2"" x 5"" x 144""","5,863.835","5863.835","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="612565115",="61FL25T65115","","","",""
"61FL2.5T6511-5.5",="6061-T6511 Flat Bar 2-1/2"" x 5-1/2"" x 144""","6,254.188","6254.188","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6125651155",="61FL25T651155","","","",""
"61FL2.5T6511-6",="6061-T6511 Flat Bar 2-1/2"" x 6"" x 144""","14,470.080","14470.08","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="612565116",="61FL25T65116","","","",""
"61FL2.5T6511-6.5",="6061-T6511 Flat Bar 2-1/2"" x 6-1/2"" x 144""","2,822.117","2822.117","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6125651165",="61FL25T651165","","","",""
"61FL2.5T6511-8",="6061-T6511 Flat Bar 2-1/2"" x 8"" x 144""","805.519","805.519","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="612565118",="61FL25T65118","","","",""
="61FL2T6511-10",="6061-T6511 Flat Bar 2"" x 10"" x 144""","2,516.094","2516.094","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="612651110",="61FL2T651110","","","",""
="61FL2T6511-12",="6061-T6511 Flat Bar 2"" x 12"" x 144""","7,516.172","7516.172","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="612651112",="61FL2T651112","","","",""
"61FL2T6511-2.25",="6061-T6511 Flat Bar 2"" x 2-1/4"" x 144""","4,781.599","4781.599","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6126511225",="61FL2T6511225","","","",""
"61FL2T6511-2.5",="6061-T6511 Flat Bar 2"" x 2-1/2"" x 144""","7,342.111","7342.111","LB","712.553","712.553","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="612651125",="61FL2T651125","","","",""
="61FL2T6511-3",="6061-T6511 Flat Bar 2"" x 3"" x 144""","18,780.593","18780.593","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61265113",="61FL2T65113","","","",""
"61FL2T6511-3.5",="6061-T6511 Flat Bar 2"" x 3-1/2"" x 144""","1,776.300","1776.3","LB","396.400","396.4","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="612651135",="61FL2T651135","","","",""
="61FL2T6511-4",="6061-T6511 Flat Bar 2"" x 4"" x 144""","4,245.376","4245.376","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61265114",="61FL2T65114","","","",""
"61FL2T6511-4.5",="6061-T6511 Flat Bar 2"" x 4-1/2"" x 144""","11,256.231","11256.231","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="612651145",="61FL2T651145","","","",""
="61FL2T6511-5",="6061-T6511 Flat Bar 2"" x 5"" x 144""","311.694","311.694","LB","0.000","0","8,000.000","8000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61265115",="61FL2T65115","","","",""
="61FL2T6511-6",="6061-T6511 Flat Bar 2"" x 6"" x 144""","10,855.435","10855.435","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61265116",="61FL2T65116","","","",""
="61FL2T6511-8",="6061-T6511 Flat Bar 2"" x 8"" x 144""","202.000","202","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61265118",="61FL2T65118","","","",""
"61FL3.5T6511-4",="6061-T6511 Flat Bar 3-1/2"" x 4"" x 144""","10,383.340","10383.34","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="613565114",="61FL35T65114","","","",""
"61FL3.5T6511-4.5",="6061-T6511 Flat Bar 3-1/2"" x 4-1/2"" x 144""","4,443.011","4443.011","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6135651145",="61FL35T651145","","","",""
"61FL3.5T6511-6",="6061-T6511 Flat Bar 3-1/2"" x 6"" x 144""","13,628.000","13628","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="613565116",="61FL35T65116","","","",""
"61FL3T6511-3.5",="6061-T6511 Flat Bar 3"" x 3-1/2"" x 144""","14,009.686","14009.686","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="613651135",="61FL3T651135","","","",""
="61FL3T6511-4",="6061-T6511 Flat Bar 3"" x 4"" x 144""","10,677.731","10677.731","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61365114",="61FL3T65114","","","",""
"61FL3T6511-4.5",="6061-T6511 Flat Bar 3"" x 4-1/2"" x 144""","15,600.490","15600.49","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="613651145",="61FL3T651145","","","",""
="61FL3T6511-5",="6061-T6511 Flat Bar 3"" x 5"" x 144""","4,853.961","4853.961","LB","18,383.000","18383","18,383.000","18383","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61365115",="61FL3T65115","","","",""
="61FL3T6511-6",="6061-T6511 Flat Bar 3"" x 6"" x 144""","9,339.698","9339.698","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61365116",="61FL3T65116","","","",""
="61FL3T6511-7",="6061-T6511 Flat Bar 3"" x 7"" x 144""","2,631.158","2631.158","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61365117",="61FL3T65117","","","",""
="61FL3T6511-8",="6061-T6511 Flat Bar 3"" x 8"" x 144""","2,349.758","2349.758","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61365118",="61FL3T65118","","","",""
"61FL4.5T6511-5",="6061-T6511 Flat Bar 4-1/2"" x 5"" x 144""","10,044.226","10044.226","LB","12,492.780","12492.78","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="614565115",="61FL45T65115","","","",""
"61FL4.5T6511-5.5",="6061-T6511 Flat Bar 4-1/2"" x 5-1/2"" x 144""","483.310","483.31","LB","12,000.000","12000","12,000.000","12000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6145651155",="61FL45T651155","","","",""
"61FL4.5T6511-7.5",="6061-T6511 Flat Bar 4-1/2"" x 7-1/2"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6145651175",="61FL45T651175","","","",""
"61FL4T6511-4.5",="6061-T6511 Flat Bar 4"" x 4-1/2"" x 144""","1,524.000","1524","LB","1,524.214","1524.214","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="614651145",="61FL4T651145","","","",""
="61FL4T6511-5",="6061-T6511 Flat Bar 4"" x 5"" x 144""","7,771.220","7771.22","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61465115",="61FL4T65115","","","",""
="61FL4T6511-6",="6061-T6511 Flat Bar 4"" x 6"" x 144""","4,066.538","4066.538","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61465116",="61FL4T65116","","","",""
"61FL4T6511-6.5",="6061-T6511 Flat Bar 4"" x 6-1/2"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="614651165",="61FL4T651165","","","",""
="61FL4T6511-8",="6061-T6511 Flat Bar 4"" x 8"" x 144""","15,518.624","15518.624","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61465118",="61FL4T65118","","","",""
"61FL5T6511-5.5",="6061-T6511 Flat Bar 5"" x 5-1/2"" x 144""","6,082.800","6082.8","LB","6,596.000","6596","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="615651155",="61FL5T651155","","","",""
="61FL5T6511-6",="6061-T6511 Flat Bar 5"" x 6"" x 144""","3,573.320","3573.32","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61565116",="61FL5T65116","","","",""
="61FL6T6511-7",="6061-T6511 Flat Bar 6"" x 7"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="61665117",="61FL6T65117","","","",""
"61FT1.5T6511-3-.25",="6061-T6511 Rect Tube 1-1/2"" x 3"" x 1/4"" WA x 288""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FT","",,"","Raw Material","R","",="61156511325",="61FT15T6511325","","","",""
